Disney_Period,Text,Speaker_Status,Movie,Speaker,Year,UTTERANCE_NUMBER
MID,"in a wrestling match, nobody bites like gaston ",NON-P,Beauty and the Beast ,wrestler,1991,305
MID,for there's no one as burly and brawny ,NON-P,Beauty and the Beast ,bimbettes,1991,306
MID,as you see i've got biceps to spare ,NON-P,Beauty and the Beast ,gaston,1991,307
MID,not a bit of him scraggly or scrawny ,NON-P,Beauty and the Beast ,lefou,1991,308
MID,that's right! and every last bit of me's covered with hair! ,NON-P,Beauty and the Beast ,gaston,1991,309
MID,"no one hits like gaston, matches wits like gaston ",NON-P,Beauty and the Beast ,old cronies,1991,310
MID,"in a spitting match, nobody spits like gaston! ",NON-P,Beauty and the Beast ,lefou,1991,311
MID,i'm especially good at expectorating! ptooey! ,NON-P,Beauty and the Beast ,gaston,1991,312
MID,ten points for gaston! ,NON-P,Beauty and the Beast ,all,1991,313
MID,"when i was a lad i ate four dozen eggs every morning to help me get large! and now that i'm grown, i eat five dozen eggs so i'm roughly the size of a barge! ",NON-P,Beauty and the Beast ,gaston,1991,314
MID,"no one shoots like gaston, makes those beauts like gaston ",NON-P,Beauty and the Beast ,all,1991,315
MID,then goes tromping around wearing boots like gaston ,NON-P,Beauty and the Beast ,lefou,1991,316
MID,i use antlers in all of my decorating! ,NON-P,Beauty and the Beast ,gaston,1991,317
MID,my what a guy! gaston!!!!!!! ,NON-P,Beauty and the Beast ,all,1991,318
MID,help! someone help me! ,NON-P,Beauty and the Beast ,maurice,1991,319
MID,maurice? ,NON-P,Beauty and the Beast ,old man,1991,320
MID,"please! please, i need your help! he's got her. he's got her locked in the dungeon. ",NON-P,Beauty and the Beast ,maurice,1991,321
MID,who? ,NON-P,Beauty and the Beast ,lefou,1991,322
MID,belle. we must go. not a minute to lose! ,NON-P,Beauty and the Beast ,maurice,1991,323
MID,"whoa! slow down, maurice. who's got belle locked in a dungeon? ",NON-P,Beauty and the Beast ,gaston,1991,324
MID,"a beast! a horrible, monstrous beast! ",NON-P,Beauty and the Beast ,maurice,1991,325
MID,is it a big beast? ,NON-P,Beauty and the Beast ,crony 1,1991,326
MID,huge! ,NON-P,Beauty and the Beast ,maurice,1991,327
MID,"with a long, ugly snout? ",NON-P,Beauty and the Beast ,crony 2,1991,328
MID,hideously ugly! ,NON-P,Beauty and the Beast ,maurice,1991,329
MID,"and sharp, cruel fangs? ",NON-P,Beauty and the Beast ,crony 3,1991,330
MID,"yes, yes. will you help me? ",NON-P,Beauty and the Beast ,maurice,1991,331
MID,"all right, old man. we'll help you out. ",NON-P,Beauty and the Beast ,gaston,1991,332
MID,"you will? oh thank you, thank you! ",NON-P,Beauty and the Beast ,maurice,1991,333
MID,crazy old maurice. he's always good for a laugh! ,NON-P,Beauty and the Beast ,crony 1,1991,334
MID,"crazy old maurice, hmm? crazy old maurice. hmmm? lefou, i'm afraid i've been thinking. ",NON-P,Beauty and the Beast ,gaston,1991,335
MID,a dangerous pastime ,NON-P,Beauty and the Beast ,lefou,1991,336
MID,"i know, but that wacky old coot is belle's father and his sanity's only soso now the wheels in my head have been turning since i looked at that loony old man see i promised myself i'd be married to belle, and right now i'm evolving a plan! ",NON-P,Beauty and the Beast ,gaston,1991,337
MID,if i...,NON-P,Beauty and the Beast ,gaston,1991,338
MID,yes? ,NON-P,Beauty and the Beast ,lefou,1991,339
MID,then i...,NON-P,Beauty and the Beast ,gaston,1991,340
MID,"no, would she? ",NON-P,Beauty and the Beast ,lefou,1991,341
MID,...guess! ,NON-P,Beauty and the Beast ,gaston,1991,342
MID,now i get it! ,NON-P,Beauty and the Beast ,lefou,1991,343
MID,let's go! ,NON-P,Beauty and the Beast ,both,1991,344
MID,"no one plots like gaston, takes cheap shots like gaston ",NON-P,Beauty and the Beast ,both,1991,345
MID,plans to persecute harmless crackpots like gaston ,NON-P,Beauty and the Beast ,lefou,1991,346
MID,"so his marriage we soon'll be celebrating! my what a guy, gaston!!! ",NON-P,Beauty and the Beast ,all,1991,347
MID,will no one help me? ,NON-P,Beauty and the Beast ,maurice,1991,348
MID,who is it? ,PRINCESS,Beauty and the Beast ,belle,1991,349
MID,"mrs. potts, dear. ",NON-P,Beauty and the Beast ,mrs. potts,1991,350
MID,but you...ah...but...i ,PRINCESS,Beauty and the Beast ,belle,1991,351
MID,oof. careful! ,NON-P,Beauty and the Beast ,wardrobe,1991,352
MID,this is impossible ,PRINCESS,Beauty and the Beast ,belle,1991,353
MID,"i know it is, but here we are! ",NON-P,Beauty and the Beast ,wardrobe,1991,354
MID,"told ya she was pretty, mama, didn't i? ",NON-P,Beauty and the Beast ,chip,1991,355
MID,"all right, now, chip. that'll do. ",NON-P,Beauty and the Beast ,mrs. potts,1991,356
MID,"slowly, now. don't spill! ",NON-P,Beauty and the Beast ,mrs. potts,1991,357
MID,thank you. ,PRINCESS,Beauty and the Beast ,belle,1991,358
MID,wanna see me do a trick? ,NON-P,Beauty and the Beast ,chip,1991,359
MID,chip! ,NON-P,Beauty and the Beast ,mrs. potts,1991,360
MID,oops. sorry. ,NON-P,Beauty and the Beast ,chip,1991,361
MID,"that was a very brave thing you did, my dear. ",NON-P,Beauty and the Beast ,mrs. potts,1991,362
MID,we all think so. ,NON-P,Beauty and the Beast ,wardrobe,1991,363
MID,"but i've lost my father, my dreams, everything. ",PRINCESS,Beauty and the Beast ,belle,1991,364
MID,"cheer up, child. it'll turn out all right in the end. you'll see. ",NON-P,Beauty and the Beast ,mrs. potts,1991,365
MID,"oops! look at me, jabbering on, when there's a supper to get on the table. chip! ",NON-P,Beauty and the Beast ,mrs. potts,1991,366
MID,bye! ,NON-P,Beauty and the Beast ,chip,1991,367
MID,"well now, what shall we dress you in for dinner? let's see what i've got in my drawers. ",NON-P,Beauty and the Beast ,wardrobe,1991,368
MID,oh! how embarrassing. here we are. ,NON-P,Beauty and the Beast ,wardrobe,1991,369
MID,"ah! there, you'll look ravishing in this one! ",NON-P,Beauty and the Beast ,wardrobe,1991,370
MID,"that's very kind of you, but i'm not going to dinner. ",PRINCESS,Beauty and the Beast ,belle,1991,371
MID,"oh, but you must! ",NON-P,Beauty and the Beast ,wardrobe,1991,372
MID,"ahem, ahem, ahem. dinner...is served. ",NON-P,Beauty and the Beast ,cogsworth,1991,373
MID,what's taking so long? i told her to come down. why isn't she here yet?!? ,PRINCE,Beauty and the Beast ,beast,1991,374
MID,"oh, try to be patient, sir. the girl has lost her father and her freedom all in one day. ",NON-P,Beauty and the Beast ,mrs. potts,1991,375
MID,"uh, master. have you thought that, perhaps, this girl could be the one to break the spell? ",NON-P,Beauty and the Beast ,lumiere,1991,376
MID,of course i have. i'm not a fool. ,PRINCE,Beauty and the Beast ,beast,1991,377
MID,"good. you fall in love with her, she falls in love with you, andpoof!the spell is broken! we'll be human again by midnight! ",NON-P,Beauty and the Beast ,lumiere,1991,378
MID,"oh, it's not that easy, lumiere. these things take time. ",NON-P,Beauty and the Beast ,mrs. potts,1991,379
MID,but the rose has already begun to wilt. ,NON-P,Beauty and the Beast ,lumiere,1991,380
MID,"it's no use. she's so beautiful, and i'm so...well, look at me! ",PRINCE,Beauty and the Beast ,beast,1991,381
MID,"oh, you must help her to see past all that. ",NON-P,Beauty and the Beast ,mrs. potts,1991,382
MID,i don't know how. ,PRINCE,Beauty and the Beast ,beast,1991,383
MID,"well, you can start by making yourself more presentable. straighten up, try to act like a gentleman. ",NON-P,Beauty and the Beast ,mrs. potts,1991,384
MID,"ah yes, when she comes in, give her a dashing, debonair smile. come, come. show me the smile. ",NON-P,Beauty and the Beast ,lumiere,1991,385
MID,but don't frighten the poor girl. ,NON-P,Beauty and the Beast ,mrs. potts,1991,386
MID,impress her with your rapier wit. ,NON-P,Beauty and the Beast ,lumiere,1991,387
MID,but be gentle. ,NON-P,Beauty and the Beast ,mrs. potts,1991,388
MID,shower her with compliments. ,NON-P,Beauty and the Beast ,lumiere,1991,389
MID,but be sincere ,NON-P,Beauty and the Beast ,mrs. potts,1991,390
MID,and above all... ,NON-P,Beauty and the Beast ,lumiere,1991,391
MID,you must control your temper! ,NON-P,Beauty and the Beast ,both,1991,392
MID,here she is! ,NON-P,Beauty and the Beast ,lumiere,1991,393
MID,"uh, good evening. ",NON-P,Beauty and the Beast ,cogsworth,1991,394
MID,"well, where is she? ",PRINCE,Beauty and the Beast ,beast,1991,395
MID,"who? oh! the girl. yes, the, ah, girl. well, actually, she's in the process of, ah, um, circumstances being what they are, ah... she's not coming. ",NON-P,Beauty and the Beast ,cogsworth,1991,396
MID,what!!!!!!! ,PRINCE,Beauty and the Beast ,beast,1991,397
MID,your grace! your eminence! let's not be hasty! ,NON-P,Beauty and the Beast ,cogsworth,1991,398
MID,i thought i told you to come down to dinner! ,PRINCE,Beauty and the Beast ,beast,1991,399
MID,i'm not hungry. ,PRINCESS,Beauty and the Beast ,belle,1991,400
MID,you'll come out or i'll...i'll break down the door! ,PRINCE,Beauty and the Beast ,beast,1991,401
MID,"master, i could be wrong, but that may not be the best way to win the girl's affections. ",NON-P,Beauty and the Beast ,lumiere,1991,402
MID,please! attempt to be a gentleman. ,NON-P,Beauty and the Beast ,cogsworth,1991,403
MID,but she is being so...difficult! ,PRINCE,Beauty and the Beast ,beast,1991,404
MID,"gently, gently. ",NON-P,Beauty and the Beast ,mrs. potts,1991,405
MID,will you come down to dinner? ,PRINCE,Beauty and the Beast ,beast,1991,406
MID,no! ,PRINCESS,Beauty and the Beast ,belle,1991,407
MID,suave. genteel. ,NON-P,Beauty and the Beast ,cogsworth,1991,408
MID,it would give me great pleasure if you would join me for dinner. ,PRINCE,Beauty and the Beast ,beast,1991,409
MID,"ahem, ahem, we say 'please.' ",NON-P,Beauty and the Beast ,cogsworth,1991,410
MID,...please. ,PRINCE,Beauty and the Beast ,beast,1991,411
MID,"no, thank you. ",PRINCESS,Beauty and the Beast ,belle,1991,412
MID,you can't stay in there forever! ,PRINCE,Beauty and the Beast ,beast,1991,413
MID,yes i can! ,PRINCESS,Beauty and the Beast ,belle,1991,414
MID,fine! then go ahead and starve!!!! ,PRINCE,Beauty and the Beast ,beast,1991,415
MID,"if she doesn't eat with me, then she doesn't eat at all! ",PRINCE,Beauty and the Beast ,beast,1991,416
MID,"that didn't go very well at all, did it. ",NON-P,Beauty and the Beast ,mrs. potts,1991,417
MID,"lumiere, stand watch at the door and inform me at once if there is the slightest change. ",NON-P,Beauty and the Beast ,cogsworth,1991,418
MID,"you can count on me, mon capitan. ",NON-P,Beauty and the Beast ,lumiere,1991,419
MID,"well, i guess we better go downstairs and start cleaning up. ",NON-P,Beauty and the Beast ,cogsworth,1991,420
MID,"i ask nicely, but she refuses. what a...what does she want me to dobeg? ",PRINCE,Beauty and the Beast ,beast,1991,421
MID,show me the girl. ,PRINCE,Beauty and the Beast ,beast,1991,422
MID,why the master's not so bad once you get to know him. why don't you give him a chance? ,NON-P,Beauty and the Beast ,wardrobe,1991,423
MID,i don't want to get to know him. i don't want to have anything to do with him! ,PRINCESS,Beauty and the Beast ,belle,1991,424
MID,i'm just fooling myself. she'll never see me as anything...but a monster. ,PRINCE,Beauty and the Beast ,beast,1991,425
MID,it's hopeless. ,PRINCE,Beauty and the Beast ,beast,1991,426
MID,"oh, no! ",NON-P,Beauty and the Beast ,featherduster,1991,427
MID,"oh, yes! ",NON-P,Beauty and the Beast ,lumiere,1991,428
MID,"oh, no! ",NON-P,Beauty and the Beast ,featherduster,1991,429
MID,"oh, yes, yes, yes! ",NON-P,Beauty and the Beast ,lumiere,1991,430
MID,i've been burnt by you before! ,NON-P,Beauty and the Beast ,featherduster,1991,431
MID,oof! ,NON-P,Beauty and the Beast ,featherduster,1991,432
MID,zut alors! she has emerged! ,NON-P,Beauty and the Beast ,lumiere,1991,433
MID,"come on, chip. into the cupboard with your brothers and sisters. ",NON-P,Beauty and the Beast ,mrs. potts,1991,434
MID,but i'm not sleepy. ,NON-P,Beauty and the Beast ,chip,1991,435
MID,yes you are. ,NON-P,Beauty and the Beast ,mrs. potts,1991,436
MID,"no, i'm...not. ",NON-P,Beauty and the Beast ,chip,1991,437
MID,"i work and i slave all day, and for what? a culinary masterpiece gone to waste. ",NON-P,Beauty and the Beast ,stove,1991,438
MID,"oh, stop your grousing. it's been a long night for all of us. ",NON-P,Beauty and the Beast ,mrs. potts,1991,439
MID,"well, if you ask me, she was just being stubborn. after all, the master did say 'please.' ",NON-P,Beauty and the Beast ,cogsworth,1991,440
MID,"but if the master doesn't learn to control that temper, he'll never break the ",NON-P,Beauty and the Beast ,mrs. potts,1991,441
MID,"splendid to see you out and about, mademoiselle. ",NON-P,Beauty and the Beast ,cogsworth,1991,442
MID,"i am cogsworth, head of the household. ",NON-P,Beauty and the Beast ,cogsworth,1991,443
MID,this is lumiere. ,NON-P,Beauty and the Beast ,cogsworth,1991,444
MID,"en chante, cherie. ",NON-P,Beauty and the Beast ,lumiere,1991,445
MID,if there's anything...stop that...that we can...please ,NON-P,Beauty and the Beast ,cogsworth,1991,446
MID,...to make your stay more comfortable. ,NON-P,Beauty and the Beast ,cogsworth,1991,447
MID,ow!!!! ,NON-P,Beauty and the Beast ,cogsworth,1991,448
MID,i am a little hungry. ,PRINCESS,Beauty and the Beast ,belle,1991,449
MID,"you are? hear that? she's hungry. stoke the fire, break out the silver, wake the china. ",NON-P,Beauty and the Beast ,mrs. potts,1991,450
MID,remember what the master said. ,NON-P,Beauty and the Beast ,cogsworth,1991,451
MID,"oh, pish tosh. i'm not going to let the poor child go hungry. ",NON-P,Beauty and the Beast ,mrs. potts,1991,452
MID,"oh, all right. glass of water, crust of bread, and then ",NON-P,Beauty and the Beast ,cogsworth,1991,453
MID,"cogsworth, i am surprised at you. she's not our prisoner. she's our guest. we must make her feel welcome here. ",NON-P,Beauty and the Beast ,lumiere,1991,454
MID,"right this way, mademoiselle. ",NON-P,Beauty and the Beast ,lumiere,1991,455
MID,"well keep it down. if the master finds out about this, it will be our necks! ",NON-P,Beauty and the Beast ,cogsworth,1991,456
MID,"of course, of course. but what is dinner without a little music? ",NON-P,Beauty and the Beast ,lumiere,1991,457
MID,music!?! ,NON-P,Beauty and the Beast ,cogsworth,1991,458
MID,"ma chere, mademoiselle. it is with deepest pleasure and greatest pride that i welcome you tonight. and now, we invite you to relax. let us pull up a chair as the dining room proudly presents...your dinner. be our guest, be our guest put our service to the test, tie your napkin 'round your neck, cherie and we provide the rest! ",NON-P,Beauty and the Beast ,lumiere,1991,459
MID,and it's all in perfect taste that you can bet!!! ,NON-P,Beauty and the Beast ,mugs,1991,460
MID,"come on and lift your glass, you've won your own free pass to be our guest, be our guest, be our guest! ",NON-P,Beauty and the Beast ,all,1991,461
MID,"if you're stressed, it's fine dining we suggest! ",NON-P,Beauty and the Beast ,lumiere,1991,462
MID,"be our guest, be our guest, be our guest! ",NON-P,Beauty and the Beast ,all,1991,463
MID,enters and holds him there.,NON-P,Beauty and the Beast ,lumiere ,1991,464
MID,"life is so unnerving, for a servant who's not serving! he's not whole without a soul to wait upon ",NON-P,Beauty and the Beast ,lumiere,1991,465
MID,get off! ,NON-P,Beauty and the Beast ,cogsworth,1991,466
MID,"ah, those good old days when we were useful suddenly, those good old days are gone. ",NON-P,Beauty and the Beast ,lumiere,1991,467
MID,"ten years we've been rusting needing so much more than dusting needing exercise, a chance to use our skills! ",NON-P,Beauty and the Beast ,lumiere,1991,468
MID,"most days just lay around the castle, flabby fat and lazy you walked in, and oopsadaisie! ",NON-P,Beauty and the Beast ,lumiere,1991,469
MID,"it's a guest, it's a guest! sakes alive, well i'll be blessed! wine's been poured and thank the lord i've had the napkins freshly pressed! ",NON-P,Beauty and the Beast ,mrs. potts,1991,470
MID,"with dessert, she'll want tea, and my dear, that's fine with me! while the cups do their soft shoeing, i'll be bubbling, i'll be brewing! i'll get warm, piping hot heaven's sake, is that a spot? clean it up, we want the company impressed! we've got a lot to do is it one lump or two? for you our guest! ",NON-P,Beauty and the Beast ,mrs. potts,1991,471
MID,she's our guest! ,NON-P,Beauty and the Beast ,all,1991,472
MID,she's our guest! ,NON-P,Beauty and the Beast ,mrs. potts,1991,473
